last_name,postnom,first_name,date_of_birth,gender,registration_number,classroom,email,notes
Kasongo,Ilunga,Ruth,2012-05-05,F,MAL-IMPORT-2026-0592,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Nkongolo,Samuel,2013-06-06,M,MAL-IMPORT-2026-0593,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kasongo,Ndaya,Sarah,2014-07-07,F,MAL-IMPORT-2026-0594,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kambale,Kabongo,Eric,2015-08-08,M,MAL-IMPORT-2026-0595,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mbuyi,Ndaya,Deborah,2016-09-09,F,MAL-IMPORT-2026-0596,"5e primaire B",,"Import test dossier eleve MALUNGA"
Tshibangu,Lwamba,Fabrice,2017-10-10,M,MAL-IMPORT-2026-0597,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mutombo,Mukendi,Aline,2018-11-11,F,MAL-IMPORT-2026-0598,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Ilunga,Cedrick,2019-12-12,M,MAL-IMPORT-2026-0599,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kambale,Kalonji,Noella,2008-01-13,F,MAL-IMPORT-2026-0600,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mukendi,Kanku,Fabrice,2009-02-14,M,MAL-IMPORT-2026-0601,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Kalonji,Ruth,2010-03-15,F,MAL-IMPORT-2026-0602,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kanku,Nkongolo,Prince,2011-04-16,M,MAL-IMPORT-2026-0603,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mbala,Lukusa,Marie,2012-05-17,F,MAL-IMPORT-2026-0604,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Kakudji,Cedrick,2013-06-18,M,MAL-IMPORT-2026-0605,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mputu,Kazadi,Deborah,2014-07-19,F,MAL-IMPORT-2026-0606,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Lukusa,Jacques,2015-08-20,M,MAL-IMPORT-2026-0607,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mulumba,Kalala,Sarah,2016-09-21,F,MAL-IMPORT-2026-0608,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Ilunga,Kitenge,Moise,2017-10-22,M,MAL-IMPORT-2026-0609,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Kazadi,Noella,2018-11-23,F,MAL-IMPORT-2026-0610,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Kalonji,Christian,2019-12-24,M,MAL-IMPORT-2026-0611,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Nkongolo,Marie,2008-01-25,F,MAL-IMPORT-2026-0612,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kasongo,Mbayo,Fabrice,2009-02-26,M,MAL-IMPORT-2026-0613,"5e primaire A",,"Import test dossier eleve MALUNGA"
Ilunga,Ndaya,Joelle,2010-03-27,F,MAL-IMPORT-2026-0614,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mputu,Kakudji,Eric,2011-04-28,M,MAL-IMPORT-2026-0615,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbuyi,Mbayo,Claudia,2012-05-01,F,MAL-IMPORT-2026-0616,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mwamba,Mputu,Jacques,2013-06-02,M,MAL-IMPORT-2026-0617,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mutombo,Kabasele,Joelle,2014-07-03,F,MAL-IMPORT-2026-0618,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Kazadi,Michel,2015-08-04,M,MAL-IMPORT-2026-0619,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Kalala,Benedicte,2016-09-05,F,MAL-IMPORT-2026-0620,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Mbayo,Kevin,2017-10-06,M,MAL-IMPORT-2026-0621,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Luboya,Kanku,Patricia,2018-11-07,F,MAL-IMPORT-2026-0622,"5e primaire A",,"Import test dossier eleve MALUNGA"
Tshomba,Mbayo,Moise,2019-12-08,M,MAL-IMPORT-2026-0623,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbayo,Ilunga,Cynthia,2008-01-09,F,MAL-IMPORT-2026-0624,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Lukusa,Blaise,2009-02-10,M,MAL-IMPORT-2026-0625,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mwamba,Mputu,Merveille,2010-03-11,F,MAL-IMPORT-2026-0626,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Banza,Mputu,Jacques,2011-04-12,M,MAL-IMPORT-2026-0627,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mukendi,Kakudji,Grace,2012-05-13,F,MAL-IMPORT-2026-0628,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Kabasele,Blaise,2013-06-14,M,MAL-IMPORT-2026-0629,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Kabasele,Chantal,2014-07-15,F,MAL-IMPORT-2026-0630,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mbayo,Jean,2015-08-16,M,MAL-IMPORT-2026-0631,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Ndaya,Marie,2016-09-17,F,MAL-IMPORT-2026-0632,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbayo,Kazadi,Cedrick,2017-10-18,M,MAL-IMPORT-2026-0633,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mutombo,Kazadi,Gloria,2018-11-19,F,MAL-IMPORT-2026-0634,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Luboya,Mbayo,Junior,2019-12-20,M,MAL-IMPORT-2026-0635,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kalonji,Kanku,Prisca,2008-01-21,F,MAL-IMPORT-2026-0636,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Mujinga,Joel,2009-02-22,M,MAL-IMPORT-2026-0637,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Tshibangu,Lukusa,Gloria,2010-03-23,F,MAL-IMPORT-2026-0638,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Ndaya,Kazadi,Jean,2011-04-24,M,MAL-IMPORT-2026-0639,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Ilunga,Kalala,Judith,2012-05-25,F,MAL-IMPORT-2026-0640,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Lwamba,Cedrick,2013-06-26,M,MAL-IMPORT-2026-0641,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kanku,Mbayo,Esther,2014-07-27,F,MAL-IMPORT-2026-0642,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Ndaya,Isaac,2015-08-28,M,MAL-IMPORT-2026-0643,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kalala,Kanku,Prisca,2016-09-01,F,MAL-IMPORT-2026-0644,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabongo,Mbuyi,Jean,2017-10-02,M,MAL-IMPORT-2026-0645,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Ilunga,Mbayo,Patricia,2018-11-03,F,MAL-IMPORT-2026-0646,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Kabasele,Emmanuel,2019-12-04,M,MAL-IMPORT-2026-0647,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabila,Kabasele,Aline,2008-01-05,F,MAL-IMPORT-2026-0648,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mukendi,Mbayo,David,2009-02-06,M,MAL-IMPORT-2026-0649,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kakudji,Kanku,Prisca,2010-03-07,F,MAL-IMPORT-2026-0650,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kanku,Lwamba,Fabrice,2011-04-08,M,MAL-IMPORT-2026-0651,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbayo,Kazadi,Merveille,2012-05-09,F,MAL-IMPORT-2026-0652,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kitenge,Junior,2013-06-10,M,MAL-IMPORT-2026-0653,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lwamba,Mputu,Judith,2014-07-11,F,MAL-IMPORT-2026-0654,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Kabasele,Samuel,2015-08-12,M,MAL-IMPORT-2026-0655,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mutombo,Banza,Merveille,2016-09-13,F,MAL-IMPORT-2026-0656,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Kabasele,Moise,2017-10-14,M,MAL-IMPORT-2026-0657,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Lwamba,Ndaya,Sarah,2018-11-15,F,MAL-IMPORT-2026-0658,"5e primaire A",,"Import test dossier eleve MALUNGA"
Luboya,Kalonji,Albert,2019-12-16,M,MAL-IMPORT-2026-0659,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kakudji,Kanku,Prisca,2008-01-17,F,MAL-IMPORT-2026-0660,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Mujinga,Christian,2009-02-18,M,MAL-IMPORT-2026-0661,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Ilunga,Mputu,Claudia,2010-03-19,F,MAL-IMPORT-2026-0662,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabila,Lwamba,Jacques,2011-04-20,M,MAL-IMPORT-2026-0663,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Tshibangu,Mputu,Patricia,2012-05-21,F,MAL-IMPORT-2026-0664,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Ndaya,Kabongo,Patrick,2013-06-22,M,MAL-IMPORT-2026-0665,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Kabongo,Gloria,2014-07-23,F,MAL-IMPORT-2026-0666,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mwamba,Mukendi,Albert,2015-08-24,M,MAL-IMPORT-2026-0667,"5e primaire A",,"Import test dossier eleve MALUNGA"
Lwamba,Kitenge,Naomie,2016-09-25,F,MAL-IMPORT-2026-0668,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mputu,Kalala,Samuel,2017-10-26,M,MAL-IMPORT-2026-0669,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Kakudji,Grace,2018-11-27,F,MAL-IMPORT-2026-0670,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mputu,Mwamba,Patrick,2019-12-28,M,MAL-IMPORT-2026-0671,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mutombo,Ilunga,Claudia,2008-01-01,F,MAL-IMPORT-2026-0672,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Tshomba,Lukusa,Eric,2009-02-02,M,MAL-IMPORT-2026-0673,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Mbayo,Naomie,2010-03-03,F,MAL-IMPORT-2026-0674,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Lukusa,Jacques,2011-04-04,M,MAL-IMPORT-2026-0675,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Nkongolo,Mbayo,Cynthia,2012-05-05,F,MAL-IMPORT-2026-0676,"5e primaire A",,"Import test dossier eleve MALUNGA"
Tshibangu,Kalala,Cedrick,2013-06-06,M,MAL-IMPORT-2026-0677,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kitenge,Lukusa,Sarah,2014-07-07,F,MAL-IMPORT-2026-0678,"3e primaire A",,"Import test dossier eleve MALUNGA"
Nkongolo,Kalonji,Christian,2015-08-08,M,MAL-IMPORT-2026-0679,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kazadi,Mbuyi,Naomie,2016-09-09,F,MAL-IMPORT-2026-0680,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mputu,Nkongolo,Gloire,2017-10-10,M,MAL-IMPORT-2026-0681,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kalonji,Kalala,Christelle,2018-11-11,F,MAL-IMPORT-2026-0682,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Kitenge,David,2019-12-12,M,MAL-IMPORT-2026-0683,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Mwamba,Merveille,2008-01-13,F,MAL-IMPORT-2026-0684,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kanku,Kazadi,Emmanuel,2009-02-14,M,MAL-IMPORT-2026-0685,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mutombo,Ilunga,Marie,2010-03-15,F,MAL-IMPORT-2026-0686,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kitenge,Kabasele,Prince,2011-04-16,M,MAL-IMPORT-2026-0687,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kanku,Mujinga,Gloria,2012-05-17,F,MAL-IMPORT-2026-0688,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mbayo,Emmanuel,2013-06-18,M,MAL-IMPORT-2026-0689,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Luboya,Kakudji,Divine,2014-07-19,F,MAL-IMPORT-2026-0690,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mbayo,Mwamba,David,2015-08-20,M,MAL-IMPORT-2026-0691,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Ndaya,Ruth,2016-09-21,F,MAL-IMPORT-2026-0692,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabasele,Lwamba,Jacques,2017-10-22,M,MAL-IMPORT-2026-0693,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabongo,Kitenge,Francine,2018-11-23,F,MAL-IMPORT-2026-0694,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mputu,Mbuyi,Junior,2019-12-24,M,MAL-IMPORT-2026-0695,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbayo,Mujinga,Noella,2008-01-25,F,MAL-IMPORT-2026-0696,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kalonji,Cedrick,2009-02-26,M,MAL-IMPORT-2026-0697,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mujinga,Mwamba,Joelle,2010-03-27,F,MAL-IMPORT-2026-0698,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kalonji,Kabasele,David,2011-04-28,M,MAL-IMPORT-2026-0699,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Kalala,Noella,2012-05-01,F,MAL-IMPORT-2026-0700,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Ndaya,Kakudji,Blaise,2013-06-02,M,MAL-IMPORT-2026-0701,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabasele,Banza,Joelle,2014-07-03,F,MAL-IMPORT-2026-0702,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabasele,Banza,Prince,2015-08-04,M,MAL-IMPORT-2026-0703,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mwamba,Ilunga,Merveille,2016-09-05,F,MAL-IMPORT-2026-0704,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kalonji,Kalala,Eric,2017-10-06,M,MAL-IMPORT-2026-0705,"3e primaire A",,"Import test dossier eleve MALUNGA"
Ndaya,Kitenge,Divine,2018-11-07,F,MAL-IMPORT-2026-0706,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Ndaya,Nkongolo,Blaise,2019-12-08,M,MAL-IMPORT-2026-0707,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lwamba,Nkongolo,Joelle,2008-01-09,F,MAL-IMPORT-2026-0708,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Kalala,Joseph,2009-02-10,M,MAL-IMPORT-2026-0709,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Banza,Rebecca,2010-03-11,F,MAL-IMPORT-2026-0710,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mputu,Patrick,2011-04-12,M,MAL-IMPORT-2026-0711,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Ilunga,Kalonji,Francine,2012-05-13,F,MAL-IMPORT-2026-0712,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Nkongolo,Paul,2013-06-14,M,MAL-IMPORT-2026-0713,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kanku,Ilunga,Benedicte,2014-07-15,F,MAL-IMPORT-2026-0714,"3e primaire A",,"Import test dossier eleve MALUNGA"
Luboya,Mbayo,Fabrice,2015-08-16,M,MAL-IMPORT-2026-0715,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mulumba,Kabongo,Francine,2016-09-17,F,MAL-IMPORT-2026-0716,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mbayo,Kakudji,Moise,2017-10-18,M,MAL-IMPORT-2026-0717,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mbala,Mwamba,Sarah,2018-11-19,F,MAL-IMPORT-2026-0718,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Lukusa,Prince,2019-12-20,M,MAL-IMPORT-2026-0719,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mukendi,Banza,Benedicte,2008-01-21,F,MAL-IMPORT-2026-0720,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mutombo,Mputu,Michel,2009-02-22,M,MAL-IMPORT-2026-0721,"5e primaire A",,"Import test dossier eleve MALUNGA"
Ilunga,Mujinga,Cynthia,2010-03-23,F,MAL-IMPORT-2026-0722,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mulumba,Lwamba,Daniel,2011-04-24,M,MAL-IMPORT-2026-0723,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kanku,Deborah,2012-05-25,F,MAL-IMPORT-2026-0724,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mwamba,Mbayo,Christian,2013-06-26,M,MAL-IMPORT-2026-0725,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Tshomba,Kalonji,Marie,2014-07-27,F,MAL-IMPORT-2026-0726,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kasongo,Banza,Cedrick,2015-08-28,M,MAL-IMPORT-2026-0727,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kalonji,Kazadi,Esther,2016-09-01,F,MAL-IMPORT-2026-0728,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Ndaya,Mwamba,Isaac,2017-10-02,M,MAL-IMPORT-2026-0729,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabasele,Mputu,Benedicte,2018-11-03,F,MAL-IMPORT-2026-0730,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Kakudji,Christian,2019-12-04,M,MAL-IMPORT-2026-0731,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mukendi,Kalonji,Cynthia,2008-01-05,F,MAL-IMPORT-2026-0732,"3e primaire A",,"Import test dossier eleve MALUNGA"
Luboya,Mputu,Eric,2009-02-06,M,MAL-IMPORT-2026-0733,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Ndaya,Banza,Patricia,2010-03-07,F,MAL-IMPORT-2026-0734,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mukendi,Isaac,2011-04-08,M,MAL-IMPORT-2026-0735,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Ilunga,Mukendi,Benedicte,2012-05-09,F,MAL-IMPORT-2026-0736,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mutombo,Mwamba,Albert,2013-06-10,M,MAL-IMPORT-2026-0737,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Ilunga,Mujinga,Grace,2014-07-11,F,MAL-IMPORT-2026-0738,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kazadi,Kanku,Blaise,2015-08-12,M,MAL-IMPORT-2026-0739,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kasongo,Kazadi,Aline,2016-09-13,F,MAL-IMPORT-2026-0740,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabasele,Ndaya,Emmanuel,2017-10-14,M,MAL-IMPORT-2026-0741,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbayo,Mwamba,Sarah,2018-11-15,F,MAL-IMPORT-2026-0742,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kakudji,Ilunga,Patrick,2019-12-16,M,MAL-IMPORT-2026-0743,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mputu,Joelle,2008-01-17,F,MAL-IMPORT-2026-0744,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Mujinga,Jonathan,2009-02-18,M,MAL-IMPORT-2026-0745,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Banza,Cynthia,2010-03-19,F,MAL-IMPORT-2026-0746,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Mujinga,Moise,2011-04-20,M,MAL-IMPORT-2026-0747,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kasongo,Ilunga,Marie,2012-05-21,F,MAL-IMPORT-2026-0748,"5e primaire A",,"Import test dossier eleve MALUNGA"
Tshibangu,Kazadi,Daniel,2013-06-22,M,MAL-IMPORT-2026-0749,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabasele,Kazadi,Judith,2014-07-23,F,MAL-IMPORT-2026-0750,"3e primaire A",,"Import test dossier eleve MALUNGA"
Luboya,Banza,Samuel,2015-08-24,M,MAL-IMPORT-2026-0751,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mputu,Mwamba,Clarisse,2016-09-25,F,MAL-IMPORT-2026-0752,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Tshibangu,Ndaya,Jonathan,2017-10-26,M,MAL-IMPORT-2026-0753,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Tshibangu,Ndaya,Marie,2018-11-27,F,MAL-IMPORT-2026-0754,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kambale,Lwamba,Joel,2019-12-28,M,MAL-IMPORT-2026-0755,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Kanku,Ruth,2008-01-01,F,MAL-IMPORT-2026-0756,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Tshibangu,Kanku,Fabrice,2009-02-02,M,MAL-IMPORT-2026-0757,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Kabongo,Merveille,2010-03-03,F,MAL-IMPORT-2026-0758,"5e primaire B",,"Import test dossier eleve MALUNGA"
Ndaya,Mbuyi,Joel,2011-04-04,M,MAL-IMPORT-2026-0759,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Kazadi,Divine,2012-05-05,F,MAL-IMPORT-2026-0760,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Ndaya,Kitenge,Joseph,2013-06-06,M,MAL-IMPORT-2026-0761,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kakudji,Mujinga,Christelle,2014-07-07,F,MAL-IMPORT-2026-0762,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Mwamba,Samuel,2015-08-08,M,MAL-IMPORT-2026-0763,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kazadi,Chantal,2016-09-09,F,MAL-IMPORT-2026-0764,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kasongo,Ilunga,Paul,2017-10-10,M,MAL-IMPORT-2026-0765,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Tshomba,Ndaya,Francine,2018-11-11,F,MAL-IMPORT-2026-0766,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kitenge,Nkongolo,Joseph,2019-12-12,M,MAL-IMPORT-2026-0767,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbayo,Mujinga,Joelle,2008-01-13,F,MAL-IMPORT-2026-0768,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbuyi,Mujinga,Prince,2009-02-14,M,MAL-IMPORT-2026-0769,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kalonji,Lwamba,Sarah,2010-03-15,F,MAL-IMPORT-2026-0770,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mukendi,Jean,2011-04-16,M,MAL-IMPORT-2026-0771,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Mputu,Rebecca,2012-05-17,F,MAL-IMPORT-2026-0772,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Ilunga,Kevin,2013-06-18,M,MAL-IMPORT-2026-0773,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Tshomba,Kitenge,Ruth,2014-07-19,F,MAL-IMPORT-2026-0774,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabila,Kabasele,Patrick,2015-08-20,M,MAL-IMPORT-2026-0775,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Kalala,Anita,2016-09-21,F,MAL-IMPORT-2026-0776,"5e primaire B",,"Import test dossier eleve MALUNGA"
Lukusa,Kakudji,Arnaud,2017-10-22,M,MAL-IMPORT-2026-0777,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabasele,Kalala,Gloria,2018-11-23,F,MAL-IMPORT-2026-0778,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kabasele,Mwamba,Junior,2019-12-24,M,MAL-IMPORT-2026-0779,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kalala,Kanku,Aline,2008-01-25,F,MAL-IMPORT-2026-0780,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Kanku,Joel,2009-02-26,M,MAL-IMPORT-2026-0781,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbala,Banza,Merveille,2010-03-27,F,MAL-IMPORT-2026-0782,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kambale,Mujinga,Fabrice,2011-04-28,M,MAL-IMPORT-2026-0783,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kazadi,Mwamba,Christelle,2012-05-01,F,MAL-IMPORT-2026-0784,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mbayo,Kakudji,Moise,2013-06-02,M,MAL-IMPORT-2026-0785,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kakudji,Mputu,Esther,2014-07-03,F,MAL-IMPORT-2026-0786,"3e primaire A",,"Import test dossier eleve MALUNGA"
Ndaya,Lukusa,Patrick,2015-08-04,M,MAL-IMPORT-2026-0787,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Ilunga,Mbuyi,Sarah,2016-09-05,F,MAL-IMPORT-2026-0788,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
